Country Name;Country Code;Indicator Name;Indicator Code;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Qatar;QAT;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;125434;14985;146776;166146;18491;190477;209421;253926;265027;290024;286662;286506;324961;347442;370744;385366;439405;500265;532793;543102;609121;685215;754301;765407;821678;852113;870667;874721;870994;894868;875783
Rumania;ROU;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;1726336;1427552;1261857;1176908;1151483;1208699;1242009;1135992;995135;849694;890031;952208;93733;981382;953363;946829;992543;967286;954091;806992;776019;840495;818438;720906;71539;733144;715852;742081;751902;739428;68664
Federación de Rusia;RUS;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;21635331;21364443;20308107;18802445;16850463;16354848;16011765;14895065;1487965;15237213;15638456;1567172;15653344;16099967;16009785;16119821;1654851;16581486;16551911;15466664;16178275;16990832;16757559;16326797;16119607;15925594;15715173;15945503;1661000;17035887;1618271
Rwanda;RWA;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;53636;48145;48355;48605;461723;454989;46463;48123;48002;49489;66052;67405;79579;68491;66234;7169;7203;65334;65334;67088;70368;73607;81413;90369;92392;108044;1148;12555;14034;14511;1382
Asia meridional;SAS;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;64129209;68581198;71353272;74607774;78511544;8468253;88901646;94019764;95864022;103475443;107299826;1095270848;113166395;1164057737;1252484717;1310942931;140190488;154088502;162817246;17790156;187859423;198707219;214787113;221336355;240389474;243419849;250338323;264448538;279201858;275265243;251843477
Arabia Saudita;SAU;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;1714033;1879249;2020317;2032526;2063594;2048305;2176524;2200727;2338988;2395205;2496548;2540842;2722512;2848283;2998894;3152932;3354343;3546174;3897134;4065267;4461315;4637637;4924671;5032137;5405202;5651901;5612297;5497499;5275657;5267703;5135558
Sudán;SDN;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;536569;480348;45307;32108;469641;45079;43071;52481;476734;530512;569074;625493;77139;79319;88278;10496;1290025;139699;1495956;154903;164274;159366;158063;158532;166585;192592;215031;215795;216703;221315;207961
Senegal;SEN;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;23263;23347;25683;25056;26062;27612;29273;3215;35974;39607;40637;44554;45796;44864;53902;56662;55694;62021;64361;66662;70262;75714;74546;8013;8572;92855;101328;98008;101766;122978;106802
Singapur;SGP;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;28970;304749;314109;361642;379788;375819;385201;381616;370471;378021;421175;420313;412908;381577;396188;369014;371716;38286;384236;388318;424136;447669;436923;439123;443985;454319;449698;473242;452121;451632;43705
Islas Salomón;SLB;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;1529;160;1683;1773;190;1969;206;2134;2205;2281;2354;2458;2576;2689;2863;2947;304;3137;3232;3335;3428;3559;3556;389;3407;3041;2981;295;3009;3048;2233
Sierra Leona;SLE;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;318;3423;3255;3275;3505;2362;3107;2292;2477;1972;3333;4425;4976;5504;5326;4465;5906;5032;5194;5178;5602;7349;8547;10308;11376;10845;11708;1120;10437;10388;1048
El Salvador;SLV;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;23833;30663;33539;39233;44593;49614;43899;53192;56662;5606;56316;58686;59353;65102;66768;68363;7235;7629;69098;66768;65392;67787;67716;64558;65922;69976;71251;63449;68449;79127;63763
Somalia;SOM;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;73512;707099;68423;64312;6331;59829;5752;5467;5183;4986;4866;5095;571;5775;5775;5806;5816;6236;6187;6144;6312;6325;6257;6494;6459;6462;6544;6549;6561;6557;6604
Serbia;SRB;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;619065;522024;488582;431906;396182;453158;526661;572564;572837;407737;439854;462118;497922;53204;575023;506851;53009;514636;498259;468748;471039;512302;457902;464725;389807;454101;46635;473426;461924;460301;463243
África al sur del Sahara (excluido altos ingresos);SSA;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;4,02E+11;4,11E+11;4,18E+11;4,20E+11;4,21E+11;4,46E+11;4,76E+11;4,92E+11;4,97E+11;4,85E+11;4,98E+11;5,43E+11;5,45E+11;5,76E+11;6,09E+11;6,13E+11;6,12E+11;6,28E+11;6,69E+11;6,46E+11;6,92E+11;6,90E+11;716702835;754621979;787567902;770129832;781052862;790885682;8087375475;83311855;760269413
Sudán del Sur;SSD;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;433885181;406424094;363401723;250506142;344484085;356078767;367368325;449751587;389947441;422900746;459820652;529083617;674322257;753349164;951984363;912013225;998668212;1173198679;1239105288;1290671108;1313250224;1281212289;14186;14531;15196;19694;17302;15121;17689;18246;17427
África al sur del Sahara;SSF;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;4,02E+11;4,11E+11;4,18E+11;4,20E+11;4,21E+11;4,46E+11;4,77E+11;4,93E+11;4,97E+11;4,85E+11;4,99E+11;5,43E+11;5,45E+11;5,77E+11;6,09E+11;6,13E+11;6,12E+11;6,29E+11;6,70E+11;6,47E+11;6,92E+11;6,91E+11;717126535;755034179;788024602;770629632;781618462;791456382;8093398475;83371385;760868113
Pequeños Estados;SST;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;1,13E+11;1,14E+11;1,10E+11;1,07E+11;1,10E+11;1,10E+11;1,16E+11;1,23E+11;1,27E+11;1,31E+11;1,29E+11;13400609822;1,39E+11;1,50E+11;1,56E+11;16232373;17536292;18704587;18880441;18266566;197456964;207886607;212938955;220336879;2286407906;226608062;228693538;230241512;2316022875;22963356;216633197
Santo Tomé y Príncipe;STP;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;465;465;443;449;466;475;475;475;51;51;535;535;583;659;745;80;817;818;885;938;1028;1005;1187;1213;1192;1236;1287;1344;1375;1402;1411
Suriname;SUR;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;1759988097;2045742072;2053032047;2060322022;2069302797;2087581167;2109523537;2131465907;2131424277;2149692647;148042;152056;111566;123396;139296;168726;152927;141128;145549;144677;174487;195273;244163;228981;2620;27241;2954886;244433;214653;265682;260132
República Eslovaca;SVK;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;548118;479382;460962;443199;41702;423706;421741;422735;414035;406601;380722;38577;380654;383312;374305;385183;378733;371903;370972;339089;354322;341169;323471;329204;304381;307537;314978;335765;330051;310325;290358
Eslovenia;SVN;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;135288;127374;128254;135562;13606;14470;15290;157256;155031;14910;145417;153801;155246;15413;156996;159165;162937;162834;173601;155092;157772;157008;151236;145481;131127;131397;13903;141237;140729;13665;124773
Suecia;SWE;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;533462;542363;567459;565049;584888;582309;636474;573816;583634;572649;532775;524973;540237;552027;535933;500826;487349;470543;460233;427607;479855;44452;419966;403881;38993;391201;386912;381682;359159;349646;335761
Eswatini;SWZ;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;11012;10863;9092;8169;14549;1413;1131;11499;1172;12577;10906;11058;10748;9965;9856;9825;9909;10246;10056;10423;8492;8149;8063;957;9774;10159;1116;11058;11058;11695;11477
Seychelles;SYC;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;1532;1752;1762;1883;2074;2039;2387;2779;2942;3083;2937;3237;3523;3424;3832;3819;389;4045;4176;4483;4437;4082;4237;4122;4567;4998;5656;5707;6023;5953;5987
República Árabe Siria;SYR;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;323881;35766;351515;358824;374418;389787;420229;420727;446308;438722;444011;447289;442673;443787;463643;572203;602139;636045;652759;606967;610907;575625;450392;306966;266039;252607;244791;257944;283031;268404;252346
Chad;TCD;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;3889;3973;4085;4099;425;4366;4491;4647;4744;4902;5074;5217;5324;7649;7731;7966;8152;8765;10277;11142;1190;10036649;123373;148726;14831;147855;146987;14882;15574;15836;15684
Asia oriental y el Pacífico (BIRF y la AIF);TEA;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;2546780356;271033224;2,85E+12;3,12E+12;3,28E+12;3,67E+12;3,71E+11;3,82E+12;3,91E+12;3,86E+12;406978352;429246721;459364444;52718955;601629429;675706033;73985279;800920213;82388749;876081219;9602646;104789299;10771358;1122506203;113412376;112290303;11263921;115538984;121645321;124805017;126083024
Europa y Asia central (BIRF y la AIF);TEC;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;4,38E+12;4,24E+12;3,99E+12;3,68E+12;3,31E+12;3,22E+11;3,15E+12;2,99E+12;2,95E+12;2,92E+12;2,98E+12;2,97E+11;3,00E+12;3,13E+12;3,13E+12;31399158;32689272;33239906;335573926;310197835;32514191;34110048;33622625;32921998;31845328;31187037;31596265;32372209;33169195;33076046;31942295
Togo;TGO;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;9776;9255;746;6331;9069;9774;13566;7637;11996;17082;1269;11781;13442;18338;17782;17481;15696;15037;15688;28247;26301;25156;22358;1749;15885;18256;23056;20187;21899;24423;24151
Tailandia;THA;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;880058;964034;1069172;1233717;137725;1562933;175594;1815028;1604089;169086;1689414;1787766;1905739;1956755;2134399;2220968;2246937;2319017;2338937;2248501;2407683;2389685;256286;264681;261377;2688533;2679163;2671371;2644836;2744667;2654789
Tayikistán;TJK;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;110182;101717;76862;51673;303537;250862;22402;251344;2765715;254459;220097;215005;213381;21751;259702;24712;26865;32678;304106;240515;24469;25642;30152;31951;45836;49048;54967;67577;80973;89657;93288
Turkmenistán;TKM;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;446463;377885;280993;26972;33545;339898;306089;305025;318386;37688;385075;39123;414107;463502;493652;505925;519165;584823;592797;523868;591751;650767;667585;637915;62189;637776;640795;638716;633176;632318;63655
América Latina y el Caribe (BIRF y la AIF);TLA;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;8,52E+11;8,86E+11;9,08E+11;9,35E+11;9,77E+11;1,00E+12;1,07E+12;1,13E+12;1,18E+12;1,17E+12;121321092;121887826;122477516;124604146;130319836;134674906;138822807;143392698;147819679;143806187;153903797;160374937;167515697;171908227;17305020286;171800717;1679719926;165635687;160283017;159248656;141020016
Timor-Leste;TLS;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;0;0;0;0;0;0;0;0;0;0;0;0;1687;1676;1825;1807;185;1914;2101;2354;2441;2524;3004;3644;4498;4372;5189;5618;5101;6176;4461
Oriente Medio y Norte de África (BIRF y la AIF);TMN;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;5329942;54896499;589786;6312329;6846844;7078147;7263631;7665878;7482409;7754996;813164;853985;8725696;8986263;9551126;10283542;10790501;11215168;11653535;12077878;12319475;12387091;12976965;132778049;136035517;134981545;136727487;14220545;14496935;143968167;1370939
Tonga;TON;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;841;904;769;863;923;99;81;942;949;1139;1029;947;1017;1235;1174;1172;1349;1198;1273;1381;1177;1074;1093;1147;1134;1099;1239;1329;1342;1615;1181
Asia meridional (BIRF y la AIF);TSA;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;64129209;68581198;71353272;74607774;78511544;8468253;88901646;94019764;95864022;103475443;107299826;1095270848;113166395;1164057737;1252484717;1310942931;140190488;154088502;162817246;17790156;187859423;198707219;214787113;221336355;240389474;243419849;250338323;264448538;279201858;275265243;251843477
África al sur del Sahara (BIRF y la AIF);TSS;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;4,02E+11;4,11E+11;4,18E+11;4,20E+11;4,21E+11;4,46E+11;4,77E+11;4,93E+11;4,97E+11;4,85E+11;4,99E+11;5,43E+11;5,45E+11;5,77E+11;6,09E+11;6,13E+11;6,12E+11;6,29E+11;6,70E+11;6,47E+11;6,92E+11;6,91E+11;717126535;755034179;788024602;770629632;781618462;791456382;8093398475;83371385;760868113
Trinidad y Tobago;TTO;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;131524;130451;131452;107224;87925;86186;91948;96905;99239;98998;102045;116196;126747;154469;16096;17580;200546;204858;200121;190302;21443;22243;214972;221863;220142;213106;182916;182247;177637;171953;15420
Túnez;TUN;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;146719;152063;162947;166224;166544;170451;17572;181332;189395;19972;210688;21971;221471;219617;230202;235386;244721;253667;259607;259842;283215;267174;291062;286019;30976;316274;303178;307426;310231;31045;29293
Turquía;TUR;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;1391979;1437961;1497972;1555795;1538231;1681505;1853377;1934284;1936876;1926514;2163965;1977711;2081076;2191586;2246012;235003;2610836;2889678;287205;2883072;297814;3186412;3297978;3190886;3416715;3534138;376399;4180982;4141119;3987729;4074062
Tuvalu;TUV;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;64;67;73;76;83;89;69;78;109;76;79;99;91;85;85;85;11;132;95;106;96;102;98;87;85;77;75;77;88;89;66
Tanzanía;TZA;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;18922;18657;18595;19159;1910;27348;30705;28873;26926;25166;29464;31283;35658;37695;50817;5660;59917;59065;6073;59286;69099;80197;95879;10698;10108;107659;106469;116593;120189;149608;144355
Uganda;UGA;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;785735;80639;81506;81392;72572;9525;104841;111009;126327;12906;12976;13039;14862;15672;16296;2024;23995;28682;29718;33573;3332;37442;37771;36943;41122;47121;49463;5172;58666;5943;56746
Ucrania;UKR;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;6886189;651932;5746426;4993149;4156699;3992501;3461113;3282448;309288;3057251;2973768;3005529;3039408;3302285;3071356;2954052;3039894;3121415;3011953;2516166;2689246;2833424;2771102;2702687;2377287;1910678;2016554;1749383;1856238;1745999;1656636
Ingreso mediano alto;UMC;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;6,53E+12;6,63E+12;6,66E+12;6,75E+12;6,72E+12;7,05E+12;7,10E+12;7,17E+12;7,28E+12;7,19E+12;7,52E+12;7,77E+11;8,09E+12;8,89E+12;9,71E+12;1050993236;1128342297;1197960509;1231510416;1260319343;1365021156;14683619207;15046424835;15496037519;15550983462;15348154712;15332252098;15680729342;1,63E+11;1654652002;16383995507
Uruguay;URY;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;38487;43717;47686;44901;42662;46879;54505;55584;57774;67832;54585;49463;45306;44861;54599;54158;63321;58547;77501;76659;62838;76059;85177;73576;65004;66572;65251;61038;65457;68067;65143
Estados Unidos;USA;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;48445174;48074965;48796261;49952095;5066803;51170369;52734863;55433494;55905363;56090173;57758072;57482618;55930244;5658992;5738286;57534932;5653081;57363193;55583789;51564249;53921094;51735912;4956053;50920972;51072086;49907037;48944992;48193651;49753004;48177104;43205325
Uzbekistán;UZB;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;1177677;1185848;1130768;1145929;1088766;981546;996003;1007323;1162635;1164881;1238045;1256954;129888;1219057;1248401;1191901;1273569;1225806;1288841;1165325;1262405;1286337;1131402;1118565;1048725;993582;1053339;1097085;1127205;1176878;1155778
San Vicente y las Granadinas;VCT;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;826;891;892;1089;1223;1322;1354;1421;1712;1731;1556;1874;1967;2082;2283;2297;2277;246;2292;2882;2336;2249;2408;2263;2675;2465;2552;2251;2523;2351;2198
Venezuela;VEN;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;101630;1009928;1031078;1073879;1065291;1140366;1218354;1275901;1293003;1254588;1315167;1358004;1407476;1357702;1396067;1473744;1475321;1423886;1511121;1525863;1641016;1600396;1811288;1804226;1792361;1631269;1504667;1397874;130158;1075023;72509
Viet Nam;VNM;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;193279;197966;208129;242449;266823;31401;350335;408429;454739;464128;512077;567224;664958;709037;850518;923686;948697;1051374;1175851;132290;1514135;1559733;1555228;1642974;1806988;2015133;2220285;2298774;2861393;3417168;3553231
Vanuatu;VUT;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;669;669;637;637;636;668;856;89;828;894;893;929;829;87;617;616;616;105;1011;1275;1271;1342;1205;1119;1589;1343;1513;141;1775;1669;1213
Mundo;WLD;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;2128404279;214404902;2139004084;2153183341;2167689494;2229920328;2277898329;2320262339;2336554783;2353042141;2428027196;2464443795;2498951293;2613342308;2733185294;2837181705;2930817554;3041899407;3063229865;3023805003;3209587294;3307972135;334600875;3411989439;3426136966;3407017685;341456523;3468783709;3556055579;354772454;3356642759
Samoa;WSM;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;89;977;1029;1125;1034;1166;1315;1291;1461;1451;1486;1626;1702;1692;175;1791;1771;1863;1695;1764;1924;196;1981;1967;2073;2323;2467;2552;2487;2787;2065
Yemen, Rep. del;YEM;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;66423;84985;9130;85523;93396;105317;107991;116407;124554;14059;150305;160653;160937;186997;196288;211056;219185;232702;242162;265687;254319;229501;210125;27825;274299;135522;100352;96822;113498;111948;99601
Sudáfrica;ZAF;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;2476147;242286;2387806;2464459;2520885;2642515;2740437;2885848;2961969;2782709;2844633;3203933;331272;3530335;3799398;3776427;379736;3971619;4271117;404354;4255484;4094803;4270017;4372617;4482981;4250631;4256829;4352145;4396446;446626;3932416
Zambia;ZMB;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;27408;28762;2848;25144;21438;21295;17619;22855;2173;1764;18072;183528;192295;20842;21062;22931;21775;19816;21859;24852;26569;30507;40303;42386;4686;49566;53153;68107;78572;76157;76071
Zimbabwe;ZWE;Emisiones de CO2 (kt);EN.ATM.CO2E.KT;165355;18301;184696;170756;159605;154836;14862;138261;140731;158181;135789;135454;122934;101033;96723;104559;97918;97543;77116;75727;9518;113576;119549;122168;120107;119887;104502;9781;110699;101853;83125
